,Song Name,Matched Name,Ratio Value,Song List Index
2996,what is love,what is love,100,2395
2997,and our feelings,hurt feelings,76,11559
2998,bop gun one nation,youth of the nation,65,45
2999,i wanna be down,i wanna be your dog,76,345
3000,gangstas paradise,gangstas paradise,100,851
3001,waterfalls,waterfalls,100,957
3002,creep,creep,100,1101
3003,kiss from a rose,kiss from a rose,100,2361
3004,on bended knee,you never knew,57,9218
3005,another night,of the night,80,9425
3006,fantasy,fantasy,100,1743
3007,take a bow,take a bow,100,15760
3008,dont take it personal just one of dem days,dont take it away  single version,56,5257
3009,this is how we do it,this is how we do it,100,2402
3010,i know,i know,100,6292
3011,water runs dry,ted bundy,61,7941
3012,freak like me,wolf like me,72,2541
3013,runaround,runaround,100,1054
3014,i can love you like that,need you like that,76,15826
3015,have you ever really loved a woman,have you ever seen the rain,66,2135
3016,always,always,100,3330
3017,boombastic,automatic,63,13182
3018,total eclipse of the heart,total eclipse of the heart,100,652
3019,you gotta be,you got me,82,9207
3020,you are not alone,youre not alone,94,3279
3021,hold my hand,hold me now,70,822
3022,one more chance,no more chances,87,15234
3023,here comes the hotstepper,here comes the hotstepper,100,2406
3024,candy rain,candy man,84,9231
3025,let her cry,let her go,76,1555
3026,i believe,believe,88,2415
3027,red light special,red lights,74,15599
3028,runaway,runaway,100,577
3029,strong enough,high enough,67,582
3030,colors of the wind,clash of the titans,70,8013
3031,someone to love,somebody to love,84,293
3032,only wanna be with you,i only wanna be with you,96,14021
3033,if you love me,if youre over me,87,7843
3034,in the house of stone and light,in the still of the night,71,5843
3035,i got 5 on it,i got 5 on it,100,862
3036,baby,baby,100,3276
3037,run away,run away,100,6339
3038,as i lay me down,lay it down,67,523
3039,hes mine,hes fine,88,8353
3040,december,september,71,1183
3041,ill be there for youyoure all i need to get by,ill be there for youyoure all i need to get by,100,912
3042,shy guy,my guy,77,6897
3043,im the only one,im the only one,100,7806
3044,every little thing i do,everything i got,72,12547
3045,before i let you go,never let you go,74,5543
3046,big poppa,big poppa,100,868
3047,sukiyaki,skyward ii,56,6129
3048,i wanna be down,i wanna be your dog,76,345
3049,ill make love to you,i’ll make it up to you,76,9708
3050,dear mama,ay mama,75,1727
3051,hold on,hold on,100,5782
3052,keep their heads ringin,keep their heads ringin,100,849
3053,the rhythm of the night,the rhythm of the night,100,2429
3054,roll to me,roll to me,100,1043
3055,scream,cream,91,9149
3056,freekn you,fk you,75,1808
3057,i wish,i wish,100,2381
3058,believe,believe,100,2415
3059,carnival,carnival,100,3010
3060,you dont know how it feels,you dont know how it feels,100,1056
3061,back for good,back for more,77,4018
3062,tootsee roll,to the threshold,57,6642
3063,you want this,you and i,73,5432
3064,tell me,tell me,100,6763
3065,cant you see,can’t you see,96,14889
3066,all i wanna do,all i want,75,1003
3067,this lil game we play,the games we play,79,7334
3068,come and get your love,come and get your love,100,2201
3069,this aint a love song,ah its a love song,82,17887
3070,secret,secret,100,9387
3071,players anthem,players anthem,100,9203
3072,feel me flow,feel me flow,100,9186
3073,every day of the week,freak of the week,74,1085
3074,the sweetest days,these days,74,2728
3075,short dick man,shot down,61,2461
3076,brokenhearted,broken heart,88,1636
3077,no more i love yous,let me love you,71,145
3078,you used to love me,you dont love me,80,14999
3079,constantly,honestly,67,13758
3080,hold me thrill me kiss me kill me,then he kissed me,56,6903
3081,100 pure love,your love,64,791
3082,ask of you,best of you,76,17
3083,sugar hill,ms hill,71,9365
3084,good,good,100,998
3085,brown sugar,brown sugar,100,457
3086,turn the beat around,turn it around,76,14711
3087,til you do me right,let you be right,74,12428
3088,1st of tha month,to the moon,67,4113
3089,like the way i do,the way i do,83,16368
3090,i live my life for you,i hate myself for loving you,64,569
3091,dream about you,love that about you,71,8871
3092,cotton eye joe,cotton eye joe,100,8089
3093,thank you,thank you,100,2396
3094,ill stand by you,stand by you,86,10078
3095,i miss you,i miss you,100,16
3096,give it 2 you,give it up,78,2290
3097,best friend,best friend,100,2470
3098,misery,misery,100,11032
3099,cant stop lovin you,i cant stop loving you,93,5109
3100,macarena bayside boys mix,arabeat  deep house remix,56,7042
3101,one sweet day,ol sweet day,88,1543
3102,because you loved me,cause you got me,78,18034
3103,nobody knows,nobodyknows,96,10729
3104,always be my baby,be my baby,74,2051
3105,give me one reason,give me one reason,100,921
3106,tha crossroads,tha crossroads,100,9172
3107,i love you always forever,close my eyes forever,70,529
3108,youre makin me high  let it flow,your mind  radio edit,57,11694
3109,twisted,tilted,77,2578
3110,cmon n ride it the train,calmness in the rain,68,4861
3111,missing,missing,100,14241
3112,ironic,ironic,100,1059
3113,exhale shoop shoop,real hiphop,62,9212
3114,follow you down  til i hear it from you,how long do i have to wait for you,60,14700
3115,sittin up in my room,asleep in my arms,59,13365
3116,how do u want it  california love,going to california,58,379
3117,its all coming back to me now,coming back to you,68,1195
3118,change the world,change the world,100,17948
3119,hey lover,hey lover,100,9224
3120,loungin,longing,86,10717
3121,insensitive,introspective,67,13311
3122,be my lover,my lover,84,12365
3123,name,name,100,947
3124,who will save your soul,when i see you smile,65,622
3125,where do you go,whered you go,93,15021
3126,i cant sleep baby if i,i can see clearly now  edit,61,6846
3127,counting blue cars,counting stars,75,15846
3128,you learn  you oughta know,i want you to know,64,6990
3129,one of us,one of us,100,13001
3130,wonder,wonder,100,7266
3131,not gon cry,no one cares,70,3993
3132,gangstas paradise,gangstas paradise,100,851
3133,only you,only you,100,3252
3134,down low nobody has to know,no one needs to know,64,5501
3135,youre the one,youre the one,100,6516
3136,sweet dreams,safe dream,73,3271
3137,before you walk out of my life  like this and like that,whyd you come in here lookin like that,54,5382
3138,breakfast at tiffanys,breakfast at tiffanys,100,1060
3139,1 2 3 4 sumpin new,something new,52,14071
3140,the world i know,the world is mine,79,5712
3141,no diggity,no diggity,100,907
3142,anything,nothing,80,9780
3143,1979,1979,100,940
3144,diggin on you,drip on you,75,4047
3145,why i love you so much  aint nobody,i love you so much it hurts,71,4991
3146,kissin you,missing you,86,4238
3147,count on me,lost on me,76,9422
3148,fantasy,fantasy,100,1743
3149,time,time,100,1851
3150,youll see,youll be fine,73,14894
3151,last night,last night,100,4786
3152,mouth,youth,80,9586
3153,the earth the sun the rain,have you ever seen the rain,64,2135
3154,all the things your man wont do,the things you do,71,18382
3155,wonderwall,wonderwall,100,920
3156,woo hah got you all in check,woo hah got you all in check,100,892
3157,tell me,tell me,100,6763
3158,elevators me  you,let me love you,69,145
3159,hook,hooked,80,8372
3160,doin it,doin it,100,9190
3161,fastlove,first love,78,13590
3162,touch me tease me,set me at ease,65,4479
3163,tonites tha night ,tonight is the night,81,17874
3164,children,children,100,5715
3165,theme from mission impossible,theme from the steps of life,60,13347
3166,closer to free,closer to fine,86,1075
3167,just a girl,just a girl,100,2398
3168,if your girl only knew,if you could only see,70,999
3169,lady,lady,100,6712
3170,key west intermezzo i saw you first,last time i saw him,52,5310
3171,pony,honey,67,1490
3172,nobody,nobody,100,5351
3173,old man and me when i get to heaven,club cant handle me feat david guetta,58,7012
3174,if it makes you happy,if it makes you happy,100,2369
3175,as i lay me down,lay it down,67,523
3176,keep on keepin on,keep on walking,69,1184
3177,jealousy,jealousy,100,17128
3178,i want to come over,i dont want to go home,68,3980
3179,who do u love,show you love,77,11903
3180,unbreak my heart,you are my heart,75,6881
3181,this is your night,ruin your night,73,6718
3182,you remind me of something,remind me to forget,67,12389
3183,runaway,runaway,100,577
3184,set u free,set on fire,76,8318
3185,hit me off,hate me now,67,9178
3186,no one else,anyone else,82,18250
3187,my boo,my boo,100,172
3188,get money,get money,100,9171
3189,that girl,this girl,78,4720
3190,po pimp,pimp,73,17234
3191,until it sleeps,until the levee,73,5814
3192,hay,happy,75,9760
3193,beautiful life,beautiful life,100,12284
3194,back for good,back for more,77,4018
3195,i got id,i got it made,76,9105
3196,soon as i get home,sea calls me home,63,2665
3197,macarena,macarena,100,223
3198,only wanna be with you,i only wanna be with you,96,14021
3199,dont cry,dont cry,100,11546
3200,something about the way you look tonight  candle in the wind 1997,something about the way hot or not,61,12618
3201,foolish games  you were meant for me,you were meant for me,74,932
3202,ill be missing you,im missing you,81,4400
3203,unbreak my heart,you are my heart,75,6881
3204,cant nobody hold me down,hold me down,67,18240
3205,i believe i can fly,i believe in you,80,5405
3206,dont let go love,dont let me cross over,74,5168
3207,return of the mack,return of the mack,100,893
3208,how do i live,show me how to live,69,54
3209,wannabe,wannabe,100,2376
3210,quit playing games with my heart,dont phunk with my heart,64,13790
3211,mmmbop,mmmbop,100,8130
3212,for you i will,for your love,67,327
3213,you make me wanna,you make my dreams,69,769
3214,bitch,bitch,100,3454
3215,nobody,nobody,100,5351
3216,semicharmed life,semicharmed life,100,989
3217,barely breathing,barely breathing,100,1009
3218,hard to say im sorry,i wont say im sorry,77,14152
3219,mo money mo problems,who want problems,65,4079
3220,the freshmen,the freshmen,100,938
3221,i want you,i want you,100,13570
3222,no diggity,no diggity,100,907
3223,i belong to you every time i see your face,belong to you feat 6lack  remix bonus track,59,18280
3224,hypnotize,hypnotize,100,2382
3225,every time i close my eyes,every time i look for you,71,14862
3226,in my bed,in my bed,100,1685
3227,say youll be there,say youll be there  シングル・ミックス,77,2397
3228,do you know what it takes,do you know what time it is  styles p,74,3502
3229,4 seasons of loneliness,the sounds of silence,59,276
3230,ghettout,get out,80,15075
3231,honey,honey,100,1490
3232,i believe in you and me,i believe in you,82,5405
3233,da dip,dip,67,1234
3234,2 become 1,come up,59,14232
3235,all for you,all for you,100,971
3236,cupid,cupid,100,2626
3237,where have all the cowboys gone,where have all the cowboys gone   remastered version,75,975
3238,sunny came home,sunny came home,100,923
3239,its your love,it’s your move,89,4927
3240,ooh aah just a little bit,just a little crush,64,8928
3241,mouth,youth,80,9586
3242,all cried out,all souled out,74,10737
3243,im still in love with you,i think i love you,70,17288
3244,invisible man,invisible enemy,79,16844
3245,not tonight,tonight,78,1734
3246,look into my eyes,smoke in my eyes,79,13745
3247,get it together,put it together,87,8281
3248,all by myself,all to myself,85,11976
3249,its all coming back to me now,coming back to you,68,1195
3250,my love is the shhh,love is the drug,69,6044
3251,where do you go,whered you go,93,15021
3252,i finally found someone,if you need someone,71,6065
3253,ill be,kill em,77,8971
3254,if it makes you happy,if it makes you happy,100,2369
3255,never make a promise,never meant to be,65,6304
3256,when you love a woman,when you love someone,81,10848
3257,up jumps da boogie,upstairs boogie,67,16750
3258,i dont want to  i love me some him,i dont want to go home,71,3980
3259,everyday is a winding road,everyday is a winding road,100,1194
3260,cold rock a party,do you wanna party,63,1217
3261,pony,honey,67,1490
3262,building a mystery,killing my time,61,10625
3263,i love you always forever,close my eyes forever,70,529
3264,your woman,your woman,100,3002
3265,c u when u get there,washed up together,63,9710
3266,change the world,change the world,100,17948
3267,my baby daddy,day by day,70,15738
3268,tubthumping,tubthumping,100,8088
3269,gotham city,my city,67,6195
3270,last night,last night,100,4786
3271,the jock jam,the joker,67,454
3272,big daddy,big deal,71,4069
3273,what about us,what about us,100,15833
